date,time,lat,long,country,city,area,direction,dist,depth,xm,md,richter,mw,ms,mb
1938.04.27,12:40:27 AM,39.89,34.1,turkey,yozgat,yukariihsangazili_yerkoy,north_east,1.3,10.0,4.8,4.7,4.6,4.8,4.6,4.7
1938.12.16,12:03:03 AM,39.52,33.91,turkey,kirsehir,haciselimli_akpinar,north_east,1.3,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1970.03.28,12:32:10 AM,38.8,30.0,turkey,usak,karakose_banaz,north_east,1.3,10.0,4.4,4.2,4.2,4.4,4.0,4.3
1970.06.09,12:40:20 AM,38.8,30.0,turkey,usak,karakose_banaz,north_east,1.3,10.0,4.4,4.1,4.4,4.3,3.9,4.2
1970.09.21,12:08:02 AM,38.8,30.0,turkey,usak,karakose_banaz,north_east,1.3,27.0,4.6,4.6,4.6,4.5,4.5,4.2
1972.07.27,12:08:11 AM,38.97,29.95,turkey,kutahya,yesilyurt_altintas,north_east,1.3,18.0,4.3,4.1,4.0,4.3,3.9,4.2
2009.02.17,12:28:19 AM,39.11,29.04,turkey,kutahya,gokceler_simav,north_east,1.3,7.6,5.0,0.0,5.0,5.0,0.0,4.8
1928.05.02,12:54:32 AM,39.64,29.14,turkey,bursa,ishaklar_harmancik,north,1.3,10.0,6.1,5.8,5.8,6.0,6.1,5.8
1939.07.25,12:40:29 AM,39.75,29.52,turkey,kutahya,karakoy_domanic,north,1.3,50.0,5.4,5.1,5.1,5.4,5.2,5.1
1967.07.19,12:06:22 AM,38.1,28.87,turkey,denizli,bozalan_buldan,north,1.3,41.0,5.3,0.0,5.3,5.1,4.9,4.8
1931.01.12,12:06:12 AM,38.47,31.8,turkey,konya,kundullu_tuzlukcu,east,1.3,20.0,5.3,5.0,4.9,5.3,5.0,5.0
1966.06.02,12:51:28 AM,38.5,27.23,turkey,izmir,egridere_bornova,east,1.3,30.0,4.8,4.6,4.6,4.8,4.5,4.5
1970.04.18,12:06:29 AM,38.8,29.9,turkey,usak,corum_banaz,east,1.3,33.0,4.1,3.9,3.8,4.1,3.6,4.0
2017.04.03,12:05:41 AM,38.47,31.8,turkey,konya,kundullu_tuzlukcu,east,1.3,4.2,3.9,0.0,3.9,3.9,0.0,0.0
2017.07.19,12:42:51 AM,38.8,27.81,turkey,manisa,sazoba_akhisar,east,1.3,10.7,4.1,0.0,4.1,3.9,0.0,0.0
2017.01.08,12:04:57 AM,39.61,35.55,turkey,yozgat,erbek_sarikaya,west,1.4,5.0,3.5,0.0,3.5,3.5,0.0,0.0
1938.05.28,12:05:00 AM,39.4,33.81,turkey,kirsehir,mollaosmanlar_kaman,south_west,1.4,30.0,5.2,4.9,4.9,5.2,4.9,4.9
1968.08.13,12:40:32 AM,39.43,41.46,turkey,erzurum,meydankoy_hinis,south_west,1.4,62.0,4.6,4.4,4.4,4.6,4.3,4.5
1969.03.24,12:58:49 AM,39.15,28.6,turkey,manisa,sogutcuk_demirci,south_west,1.4,4.0,4.8,4.6,0.0,4.8,4.5,4.5
1969.03.25,12:51:24 AM,39.16,28.0,turkey,manisa,sogutlu_akhisar,south_west,1.4,44.0,4.5,4.3,4.1,4.5,4.2,4.4
1970.03.30,12:27:58 AM,39.2,30.3,turkey,kutahya,ihsaniye,south_west,1.4,53.0,4.3,4.1,4.1,4.3,3.9,4.2
1970.04.21,12:04:11 AM,38.91,29.91,turkey,kutahya,yuyluk_dumlupinar,south_west,1.4,49.0,4.4,4.2,4.2,4.4,4.0,4.3
1970.07.02,12:24:35 AM,38.87,36.81,turkey,kayseri,karahalka_pinarbasi,south_west,1.4,19.0,5.0,4.8,4.8,5.0,4.8,4.7
1970.09.26,12:48:45 AM,41.8,26.6,turkey,edirne,muratcali,south_west,1.4,85.0,4.5,4.4,4.4,4.5,4.3,4.4
1971.07.01,12:15:03 AM,37.17,36.91,turkey,gaziantep,sakcagoze_nurdagi,south_west,1.4,37.0,4.8,4.6,4.6,4.8,4.5,4.5
2014.01.10,12:20:47 AM,39.46,27.96,turkey,balikesir,yesildere_bigadic,south_west,1.4,12.0,4.1,0.0,4.0,4.1,0.0,0.0
2017.03.02,12:44:11 AM,37.55,38.46,turkey,adiyaman,yarimbag_samsat,south_west,1.4,18.9,3.9,0.0,3.5,3.9,0.0,0.0
1925.09.03,12:52:00 AM,38.0,29.0,turkey,denizli,tepekoy_saraykoy,south_east,1.4,15.0,4.7,4.6,4.6,4.7,4.5,4.6
1947.07.27,12:09:16 AM,39.96,40.79,turkey,erzurum,buyukgecit_askale,south_east,1.4,40.0,5.2,4.9,4.9,5.2,4.9,4.9
1962.08.18,12:29:07 AM,36.97,32.52,turkey,konya,gulpinar_hadim,south_east,1.4,140.0,4.9,4.7,4.7,4.9,4.7,4.8
1965.03.17,12:05:00 AM,38.1,28.1,turkey,izmir,kemenler_odemis,south_east,1.4,33.0,4.5,4.3,4.3,4.5,4.2,4.4
1967.08.03,12:28:17 AM,41.0,30.3,turkey,sakarya,golce_kaynarca,south_east,1.4,26.0,4.4,4.4,4.4,4.3,4.3,4.0
1970.02.17,12:59:57 AM,38.65,43.36,turkey,van,yenikosk,south_east,1.4,47.0,4.8,4.7,4.6,4.8,4.6,4.7
1970.04.11,12:24:25 AM,39.09,29.76,turkey,kutahya,camdibi_aslanapa,south_east,1.4,22.0,4.9,4.7,4.6,4.9,4.6,4.6
1970.04.23,12:18:32 AM,38.94,30.01,turkey,kutahya,allioren_dumlupinar,south_east,1.4,32.0,5.2,4.9,4.9,5.2,4.9,4.9
1973.10.30,12:40:04 AM,37.37,29.05,turkey,denizli,gumusdere_tavas,south_east,1.4,19.0,4.4,4.2,4.1,4.4,4.0,4.3
2014.11.28,12:30:07 AM,39.35,29.02,turkey,kutahya,asagidolaylar_simav,south_east,1.4,3.9,4.6,0.0,4.5,4.6,0.0,0.0
2016.09.22,12:30:06 AM,39.01,27.73,turkey,manisa,yatagan_akhisar,south_east,1.4,11.8,3.8,0.0,3.7,3.8,0.0,0.0
2016.10.08,12:22:34 AM,40.61,28.95,turkey,yalova,esenkoy_cinarcik,south,1.4,5.7,3.7,0.0,3.5,3.7,0.0,0.0
1918.08.29,12:39:41 AM,40.58,35.16,turkey,corum,elvancelebi_mecitozu,north_west,1.4,10.0,5.5,5.2,5.2,5.5,5.3,5.2
1926.01.13,12:08:44 AM,38.53,28.19,turkey,manisa,taytan_salihli,north_west,1.4,10.0,5.8,5.5,5.5,5.8,5.7,5.5
1935.08.18,12:00:10 AM,39.6,43.1,turkey,agri,tukenmez_hamur,north_west,1.4,30.0,5.3,5.0,4.9,5.3,5.0,5.0
1936.05.01,12:24:44 AM,39.6,43.1,turkey,agri,tukenmez_hamur,north_west,1.4,30.0,5.7,5.4,5.4,5.7,5.6,5.4
1940.07.30,12:12:15 AM,39.64,35.25,turkey,yozgat,mansuroglu_sorgun,north_west,1.4,50.0,6.2,5.9,5.9,6.1,6.2,5.9
1942.12.02,12:04:27 AM,41.04,34.88,turkey,corum,tekmen_osmancik,north_west,1.4,20.0,5.5,5.3,5.3,5.5,5.4,5.3
1944.02.02,12:33:17 AM,40.74,31.44,turkey,bolu,elmalik,north_west,1.4,40.0,5.3,5.0,5.0,5.3,5.1,5.1
1956.08.28,12:29:51 AM,41.08,29.93,turkey,kocaeli,avdan_kandira,north_west,1.4,80.0,4.8,4.7,4.6,4.8,4.6,4.7
1967.06.13,12:54:07 AM,39.03,31.14,turkey,afyonkarahisar,emirdag,north_west,1.4,2.0,4.8,4.7,4.6,4.8,4.6,4.5
1970.05.12,12:41:07 AM,38.6,29.3,turkey,usak,yesildere,north_west,1.4,33.0,5.3,5.0,4.9,5.3,5.0,5.0
1971.05.13,12:07:24 AM,37.54,29.97,turkey,burdur,kocapinar,north_west,1.4,36.0,4.5,4.3,4.4,4.5,4.2,4.4
2015.12.09,12:13:05 AM,38.82,37.84,turkey,malatya,dursunlu_hekimhan,north_west,1.4,5.0,3.7,0.0,3.7,3.9,0.0,0.0
2017.01.27,12:21:27 AM,39.02,27.7,turkey,manisa,yatagan_akhisar,north_west,1.4,7.7,3.5,0.0,3.5,3.5,0.0,0.0
2017.03.02,12:18:18 AM,37.57,38.44,turkey,adiyaman,ovacik_samsat,north_west,1.4,8.1,4.0,0.0,4.0,0.0,0.0,0.0
1919.10.13,12:54:10 AM,41.5,28.0,turkey,tekirdag,gungormez_saray,north_east,1.4,12.0,4.7,4.6,4.6,4.7,4.5,4.6
1960.08.22,12:42:24 AM,39.28,42.01,turkey,erzurum,akkavak_karacoban,north_east,1.4,60.0,4.9,4.7,4.7,4.9,4.7,4.8
1968.03.18,12:40:00 AM,40.83,30.53,turkey,sakarya,yesilyurt_adapazari,north_east,1.4,39.0,4.7,4.6,4.6,4.7,4.5,4.4
1970.04.21,12:33:01 AM,38.89,30.18,turkey,afyonkarahisar,iyice_sinanpasa,north_east,1.4,28.0,4.5,4.3,4.3,4.5,4.2,4.4
1970.12.30,12:54:44 AM,36.96,28.94,turkey,mugla,akkopru_koycegiz,north_east,1.4,23.0,4.7,4.6,4.5,4.7,4.5,4.6
1972.09.25,12:34:34 AM,39.11,29.21,turkey,kutahya,baskonak_simav,north_east,1.4,51.0,4.1,3.9,3.8,4.1,3.6,4.0
2013.05.16,12:02:02 AM,37.04,28.43,turkey,mugla,citlik_ula,north_east,1.4,4.0,4.9,0.0,4.9,4.8,0.0,0.0
2017.03.27,12:10:49 AM,38.69,43.32,turkey,van,yumrutepe,north_east,1.4,5.0,3.5,0.0,3.3,3.5,0.0,0.0
2017.04.21,12:09:21 AM,38.8,29.06,turkey,manisa,golbasi_selendi,north_east,1.4,7.2,5.0,0.0,5.0,4.9,0.0,0.0
1970.04.24,12:52:50 AM,39.12,29.68,turkey,kutahya,yenicearmutcuk_cavdarhisar,east,1.4,10.0,4.4,0.0,4.4,4.2,3.7,4.1
1971.05.13,12:32:56 AM,37.56,29.93,turkey,burdur,sazak_yesilova,east,1.4,33.0,4.7,4.7,4.6,4.7,4.6,4.4
1971.06.09,12:57:26 AM,37.46,29.85,turkey,burdur,bedirli_yesilova,east,1.4,12.0,4.5,4.3,4.3,4.5,4.2,4.4
2017.05.07,12:03:36 AM,40.56,35.25,turkey,corum,elmapinar_mecitozu,east,1.4,5.0,3.9,0.0,3.7,3.9,0.0,0.0
1958.12.19,12:27:33 AM,37.81,29.52,turkey,denizli,yenibaglar_bozkurt,west,1.5,40.0,4.7,4.6,4.6,4.7,4.5,4.6
2015.12.01,12:38:57 AM,38.82,37.83,turkey,malatya,dursunlu_hekimhan,west,1.5,1.2,3.6,0.0,3.6,3.8,0.0,0.0
1945.03.20,12:58:57 AM,37.11,35.7,turkey,adana,tatlikuyu_ceyhan,south_west,1.5,60.0,6.0,5.8,5.7,6.0,6.0,5.7
1949.04.25,12:09:21 AM,38.27,38.99,turkey,malatya,gokce_doganyol,south_west,1.5,80.0,5.5,5.2,5.2,5.5,5.3,5.2
1967.07.24,12:07:33 AM,40.58,30.7,turkey,sakarya,beldibi_akyazi,south_west,1.5,10.0,4.4,4.2,4.2,4.4,4.0,4.3
1968.09.25,12:52:16 AM,39.24,40.29,turkey,bingol,dallica_kigi,south_west,1.5,41.0,5.3,5.0,5.0,5.3,5.1,5.0
1969.03.26,12:50:41 AM,39.3,28.2,turkey,balikesir,kocasinan_sindirgi,south_west,1.5,10.0,4.4,4.2,4.2,4.4,4.0,4.3
1970.10.31,12:36:11 AM,39.92,26.16,turkey,canakkale,yenikoy_ezine,south_west,1.5,10.0,4.1,3.9,4.0,4.1,3.6,4.0
1971.04.27,12:19:58 AM,38.91,29.06,turkey,kutahya,orhanlar_pazarlar,south_west,1.5,14.0,4.9,4.7,4.4,4.9,4.6,4.6
1971.07.05,12:52:49 AM,41.75,32.48,turkey,bartin,topallar_amasra,south_west,1.5,5.0,4.4,4.2,4.2,4.4,4.0,4.3
1973.03.12,12:31:15 AM,37.44,29.79,turkey,burdur,caltepe_yesilova,south_west,1.5,28.0,4.3,4.1,4.1,4.3,3.9,4.2
2014.12.16,12:02:14 AM,40.15,27.08,turkey,canakkale,celtik_biga,south_west,1.5,12.9,4.4,0.0,4.4,4.3,0.0,0.0
2016.08.13,12:47:37 AM,39.53,29.12,turkey,kutahya,yatakli_tavsanli,south_west,1.5,5.4,3.8,0.0,3.2,3.8,0.0,0.0
2017.05.02,12:38:06 AM,37.57,38.53,turkey,adiyaman,kovanoluk_samsat,south_west,1.5,8.9,3.8,0.0,3.6,3.8,0.0,0.0
1926.12.16,12:54:05 AM,40.13,30.72,turkey,eskisehir,beyyayla_saricakaya,south_east,1.5,10.0,5.8,5.5,5.5,5.8,5.7,5.5
1953.04.01,12:47:39 AM,39.97,27.45,turkey,canakkale,karasu_yenice,south_east,1.5,20.0,4.9,4.9,4.9,4.8,4.9,4.9
1964.08.21,12:49:02 AM,40.0,40.9,turkey,erzurum,bascakmak_aziziye,south_east,1.5,20.0,4.8,4.6,4.6,4.8,4.5,4.5
1966.08.19,12:42:46 AM,38.8,41.4,turkey,mus,arpayazi,south_east,1.5,33.0,4.8,4.7,4.7,4.8,4.7,4.5
2017.04.21,12:25:56 AM,38.78,29.06,turkey,manisa,golbasi_selendi,south_east,1.5,3.4,3.8,0.0,3.8,3.7,0.0,0.0
1945.06.07,12:20:41 AM,41.17,33.25,turkey,kastamonu,yukarioba_arac,south,1.5,10.0,5.4,5.1,5.1,5.4,5.2,5.1
1967.05.09,12:05:13 AM,39.61,27.15,turkey,balikesir,fazlica_havran,south,1.5,37.0,4.7,4.5,4.5,4.7,4.4,4.6
2004.12.29,12:22:20 AM,40.38,32.93,turkey,ankara,yaylak_cubuk,south,1.5,10.0,4.4,4.4,4.4,4.4,0.0,0.0
2016.10.18,12:33:31 AM,38.69,31.04,turkey,afyonkarahisar,bolvadin,south,1.5,5.0,3.8,0.0,3.6,3.8,0.0,0.0
1923.04.29,12:34:40 AM,40.07,36.43,turkey,tokat,bedirkale,north_west,1.5,10.0,5.9,5.7,5.6,5.9,5.9,5.6
1950.11.08,12:08:01 AM,38.27,39.16,turkey,diyarbakir,ucpinar_cungus,north_west,1.5,50.0,5.4,5.1,5.1,5.4,5.2,5.1
1953.03.18,12:34:55 AM,40.02,27.83,turkey,balikesir,isiklar_manyas,north_west,1.5,10.0,4.8,4.7,4.6,4.8,4.6,4.7
1957.10.11,12:33:05 AM,39.32,28.19,turkey,balikesir,kocasinan_sindirgi,north_west,1.5,10.0,5.2,4.9,4.9,5.2,4.9,4.9
1970.04.20,12:36:10 AM,38.7,29.2,turkey,usak,beylerhan,north_west,1.5,88.0,4.7,4.5,4.5,4.7,4.4,4.6
1971.02.01,12:12:26 AM,37.13,30.28,turkey,antalya,kucukkoy_korkuteli,north_west,1.5,30.0,4.8,4.6,4.5,4.8,4.5,4.5
2011.10.23,12:41:21 AM,38.72,43.41,turkey,van,yemlice,north_west,1.5,5.0,7.2,0.0,6.7,7.2,0.0,0.0
2016.01.07,12:52:29 AM,38.92,43.56,turkey,van,cakirbey,north_west,1.5,5.0,3.8,0.0,3.8,0.0,0.0,0.0
2017.01.06,12:45:49 AM,39.55,35.0,turkey,yozgat,battal,north_west,1.5,4.8,3.5,0.0,3.4,3.5,0.0,0.0
2017.04.17,12:25:44 AM,38.63,27.61,turkey,manisa,yesilkoy,north_west,1.5,11.8,3.8,0.0,3.5,3.8,0.0,0.0
2017.04.20,12:27:13 AM,37.12,28.63,turkey,mugla,kavakcali_ula,north_west,1.5,5.0,3.5,0.0,3.1,3.5,0.0,0.0
2017.04.20,12:11:25 AM,39.41,28.45,turkey,balikesir,yukarigocek_bigadic,north_west,1.5,6.4,4.3,0.0,4.3,4.2,0.0,0.0
1939.12.29,12:18:17 AM,39.7,39.55,turkey,erzincan,gulluce,north_east,1.5,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1941.11.12,12:04:59 AM,39.74,39.43,turkey,erzincan,yenikoy,north_east,1.5,70.0,5.9,5.7,5.6,5.9,5.9,5.6
1942.11.15,12:01:23 AM,39.55,28.58,turkey,balikesir,catalcam_dursunbey,north_east,1.5,10.0,6.1,5.8,5.8,6.0,6.1,5.8
1957.04.18,12:25:05 AM,38.74,39.67,turkey,elazig,topagac_kovancilar,north_east,1.5,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1957.05.27,12:24:25 AM,41.13,30.65,turkey,sakarya,ihsaniye_karasu,north_east,1.5,70.0,4.8,4.7,4.6,4.8,4.6,4.7
1964.10.06,12:31:23 AM,40.3,28.23,turkey,bursa,okcular_karacabey,north_east,1.5,34.0,7.0,0.0,7.0,6.2,7.0,6.0
1966.10.06,12:48:51 AM,39.1,41.75,turkey,mus,karapinar_varto,north_east,1.5,46.0,4.8,4.7,4.6,4.8,4.6,4.5
1968.05.06,12:38:47 AM,40.33,28.63,turkey,bursa,emirleryenicesi_mudanya,north_east,1.5,4.0,4.6,4.4,4.5,4.6,4.3,4.3
1971.12.16,12:42:02 AM,39.52,27.78,turkey,balikesir,ciftcidere,north_east,1.5,10.0,4.3,4.1,4.1,4.3,3.9,4.2
1974.12.24,12:27:43 AM,37.54,29.91,turkey,burdur,celtek_yesilova,north_east,1.5,24.0,4.9,4.7,4.5,4.9,4.6,4.6
2017.01.30,12:54:52 AM,39.54,26.13,turkey,canakkale,gulpinar_ayvacik,north_east,1.5,5.8,3.5,0.0,3.5,3.4,0.0,0.0
2017.03.07,12:54:35 AM,37.12,28.6,turkey,mugla,aricilar_ula,north_east,1.5,6.0,3.7,0.0,3.7,3.7,0.0,0.0
2017.05.11,12:13:26 AM,38.21,36.85,turkey,kahramanmaras,koture_afsin,north_east,1.5,5.0,3.7,0.0,3.7,3.7,0.0,0.0
1967.07.22,12:56:58 AM,40.67,30.69,turkey,sakarya,guzlek_akyazi,north,1.5,33.0,6.8,6.4,6.3,6.2,6.8,6.0
1969.03.27,12:07:03 AM,39.12,28.2,turkey,balikesir,kinik_sindirgi,north,1.5,51.0,4.8,4.6,0.0,4.8,4.5,4.5
2014.04.14,12:51:04 AM,40.69,34.86,turkey,corum,ayas,north,1.5,1.8,3.6,0.0,3.6,3.5,0.0,0.0
2015.11.29,12:28:08 AM,38.83,37.85,turkey,malatya,dursunlu_hekimhan,north,1.5,7.1,5.1,0.0,5.1,5.0,0.0,0.0
1928.03.31,12:29:49 AM,38.18,27.8,turkey,izmir,derebasi_tire,east,1.5,10.0,6.5,6.1,6.1,6.3,6.5,6.1
1953.03.24,12:20:01 AM,40.0,27.5,turkey,balikesir,ortaoba_gonen,east,1.5,12.0,4.9,4.7,4.7,4.9,4.7,4.8
1967.08.12,12:59:21 AM,41.06,34.31,turkey,corum,incecay_kargi,west,1.6,33.0,4.5,4.3,4.3,4.5,4.2,4.4
1940.10.11,12:37:13 AM,40.81,33.3,turkey,cankiri,cukurca_kursunlu,south_west,1.6,10.0,5.2,4.9,4.9,5.2,4.9,4.9
1951.08.14,12:46:08 AM,41.08,33.18,turkey,kastamonu,cerciler_arac,south_west,1.6,40.0,5.2,4.9,4.9,5.2,4.9,4.9
1957.06.02,12:12:01 AM,40.71,30.78,turkey,sakarya,kizanlik_hendek,south_west,1.6,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1959.01.20,12:40:50 AM,36.7,28.7,turkey,mugla,sarigerme_ortaca,south_west,1.6,30.0,4.9,4.8,4.8,4.9,4.8,4.9
1969.03.25,12:28:50 AM,38.78,28.51,turkey,manisa,saraycik_demirci,south_west,1.6,40.0,5.1,4.8,4.8,5.1,4.8,4.8
1970.03.28,12:59:34 AM,39.13,29.0,turkey,kutahya,haciahmetoglu_simav,south_west,1.6,10.0,4.2,4.0,4.0,4.2,3.7,4.1
1970.03.28,12:41:20 AM,39.13,29.53,turkey,kutahya,efendikoprusu_cavdarhisar,south_west,1.6,42.0,4.9,4.6,4.9,4.8,4.5,4.5
2014.02.27,12:59:54 AM,39.02,30.01,turkey,kutahya,karaagac_altintas,south_west,1.6,5.0,3.8,0.0,3.8,3.6,0.0,0.0
2014.03.05,12:03:29 AM,38.69,43.2,turkey,van,agarti,south_west,1.6,5.0,4.2,0.0,4.1,4.2,0.0,0.0
2017.02.12,12:48:15 AM,39.5,26.12,turkey,canakkale,kocakoy_ayvacik,south_west,1.6,13.3,5.2,0.0,5.2,5.2,0.0,0.0
1924.05.13,12:52:33 AM,40.0,42.0,turkey,erzurum,karacuha_horasan,south_east,1.6,30.0,5.5,5.2,5.2,5.5,5.3,5.2
1924.09.13,12:03:40 AM,40.0,42.0,turkey,erzurum,karacuha_horasan,south_east,1.6,30.0,5.2,4.9,4.9,5.2,4.9,4.9
1924.09.16,12:37:36 AM,40.0,42.0,turkey,erzurum,karacuha_horasan,south_east,1.6,30.0,5.2,4.9,4.9,5.2,4.9,4.9
1924.09.23,12:02:50 AM,40.0,42.0,turkey,erzurum,karacuha_horasan,south_east,1.6,10.0,4.9,4.7,4.7,4.9,4.7,4.8
1925.03.12,12:22:00 AM,40.0,42.0,turkey,erzurum,karacuha_horasan,south_east,1.6,30.0,5.3,5.0,4.9,5.3,5.0,5.0
1930.05.10,12:43:25 AM,37.55,44.25,turkey,hakkari,akalin_yuksekova,south_east,1.6,10.0,5.2,4.9,4.9,5.2,4.9,4.9
1936.08.02,12:41:04 AM,38.11,29.65,turkey,denizli,kiralan_civril,south_east,1.6,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1966.08.19,12:38:56 AM,38.4,41.2,turkey,diyarbakir,tuzlakoy_kulp,south_east,1.6,172.0,4.7,4.6,4.6,4.7,4.5,4.4
1967.08.01,12:05:10 AM,40.4,30.4,turkey,sakarya,aydinlar_geyve,south_east,1.6,46.0,4.5,4.4,4.4,4.5,4.3,4.4
1970.03.30,12:38:05 AM,39.05,29.62,turkey,kutahya,cebrail_gediz,south_east,1.6,28.0,4.8,4.7,0.0,4.8,4.6,4.5
2006.09.05,12:44:37 AM,39.7,37.39,turkey,sivas,akpinar,south_east,1.6,5.0,3.9,3.9,3.8,3.7,0.0,0.0
2013.06.09,12:31:47 AM,38.75,27.27,turkey,manisa,osmancali,south_east,1.6,11.8,3.7,0.0,3.7,3.5,0.0,0.0
2016.01.01,12:11:14 AM,40.07,30.52,turkey,bilecik,tozman_inhisar,south_east,1.6,5.0,4.2,0.0,4.2,4.1,0.0,0.0
1964.06.14,12:15:31 AM,38.13,38.51,turkey,adiyaman,aksu_sincik,south,1.6,3.0,6.0,5.8,5.7,5.8,6.0,5.5
1966.05.22,12:37:29 AM,38.7,27.92,turkey,manisa,golmarmara,south,1.6,23.0,4.9,4.8,4.5,4.9,4.8,4.6
1967.08.02,12:29:07 AM,40.7,27.2,turkey,tekirdag,yayakoy_sarkoy,south,1.6,10.0,4.3,4.2,4.1,4.3,4.0,4.2
2017.03.02,12:16:56 AM,37.54,38.44,turkey,adiyaman,ovacik_samsat,south,1.6,17.7,3.7,0.0,3.7,0.0,0.0,0.0
1966.08.31,12:54:16 AM,38.9,41.5,turkey,mus,senoba,north_west,1.6,131.0,4.3,4.1,4.1,4.3,3.9,4.2
1969.03.04,12:47:26 AM,36.98,31.04,turkey,antalya,candir_serik,north_west,1.6,109.0,5.2,5.1,0.0,5.1,5.2,4.8
1970.03.30,12:35:18 AM,39.29,29.24,turkey,kutahya,igdekoy_emet,north_west,1.6,36.0,4.9,4.7,4.8,4.9,4.7,4.6
1971.05.15,12:19:57 AM,37.57,30.06,turkey,burdur,karacal,north_west,1.6,33.0,4.4,4.2,4.2,4.4,4.0,4.3
2015.02.04,12:48:04 AM,38.03,42.73,turkey,van,akyayla_bahcesaray,north_west,1.6,3.3,4.1,0.0,4.1,3.9,0.0,0.0
2017.01.15,12:16:36 AM,39.54,26.11,turkey,canakkale,gulpinar_ayvacik,north_west,1.6,9.9,3.7,0.0,3.5,3.7,0.0,0.0
1948.01.13,12:30:24 AM,38.1,28.8,turkey,denizli,gulalan_buldan,north_east,1.6,30.0,4.9,4.8,4.8,4.9,4.8,4.9
1966.05.02,12:55:05 AM,38.1,42.61,turkey,bitlis,suruculer_hizan,north_east,1.6,55.0,4.7,4.6,4.6,4.7,4.5,4.6
1966.08.19,12:54:25 AM,38.99,41.77,turkey,mus,ucsirt,north_east,1.6,32.0,5.5,5.0,5.0,5.5,5.1,5.2
1966.12.07,12:01:20 AM,40.1,35.4,turkey,yozgat,cayirozu_cekerek,north_east,1.6,78.0,4.9,4.7,4.7,4.9,4.7,4.6
1970.03.30,12:22:34 AM,39.14,29.8,turkey,kutahya,camirdik_aslanapa,north_east,1.6,58.0,4.4,4.2,4.2,4.4,4.0,4.3
1971.05.12,12:48:05 AM,37.5,29.57,turkey,burdur,guney_yesilova,north_east,1.6,49.0,4.7,0.0,4.7,4.5,4.2,4.4
1971.06.29,12:08:12 AM,37.11,36.85,turkey,gaziantep,durmuslar_nurdagi,north_east,1.6,35.0,5.3,5.0,5.0,5.3,5.1,5.0
1971.12.07,12:00:35 AM,39.11,40.11,turkey,elazig,hamurkesen_karakocan,north_east,1.6,71.0,4.4,4.2,4.2,4.4,4.0,4.3
1973.02.07,12:08:22 AM,37.58,29.76,turkey,burdur,isiklar_yesilova,north_east,1.6,34.0,4.7,4.6,4.3,4.7,4.5,4.4
2017.01.14,12:38:59 AM,39.55,26.12,turkey,canakkale,gulpinar_ayvacik,north_east,1.6,10.6,4.8,0.0,4.8,4.7,0.0,0.0
2017.05.28,12:16:41 AM,38.75,27.84,turkey,manisa,tiyenli_golmarmara,north_east,1.6,7.8,4.4,0.0,4.0,4.4,0.0,0.0
1928.03.31,12:12:24 AM,38.1,27.4,turkey,izmir,saglik_torbali,north,1.6,30.0,5.4,5.1,5.1,5.4,5.2,5.1
1952.09.03,12:47:42 AM,39.0,43.0,turkey,bitlis,akyazi_adilcevaz,north,1.6,12.0,4.9,4.7,4.7,4.9,4.7,4.8
1967.08.08,12:36:34 AM,40.47,30.61,turkey,bolu,mustanlar_goynuk,north,1.6,39.0,4.3,4.2,4.1,4.3,4.0,4.2
1970.05.08,12:58:59 AM,38.91,30.01,turkey,kutahya,buyukaslihanlar_dumlupinar,north,1.6,29.0,4.5,4.3,4.4,4.5,4.2,4.4
1970.05.11,12:15:26 AM,39.61,29.37,turkey,kutahya,yenikoy_tavsanli,east,1.6,56.0,4.2,4.0,4.0,4.2,3.7,4.1
2014.02.27,12:09:23 AM,39.03,30.05,turkey,kutahya,karaagac_altintas,east,1.6,5.0,3.8,0.0,3.8,3.7,0.0,0.0
2016.01.03,12:40:01 AM,39.28,40.21,turkey,bingol,sabirtasi_kigi,east,1.6,5.0,3.5,0.0,3.5,4.0,0.0,0.0
1920.07.04,12:45:40 AM,37.5,29.0,turkey,denizli,medet_tavas,south_west,1.7,15.0,5.4,5.1,5.1,5.4,5.2,5.1
1920.07.04,12:17:58 AM,37.5,29.0,turkey,denizli,medet_tavas,south_west,1.7,15.0,5.3,5.0,4.9,5.3,5.0,5.0
1922.11.20,12:24:44 AM,37.5,29.0,turkey,denizli,medet_tavas,south_west,1.7,28.0,5.2,4.9,4.9,5.2,4.9,4.9
1922.12.06,12:01:00 AM,37.5,29.0,turkey,denizli,medet_tavas,south_west,1.7,15.0,5.4,5.1,5.1,5.4,5.2,5.1
1929.04.05,12:46:34 AM,41.3,43.1,turkey,ardahan,sabaholdu_cildir,south_west,1.7,31.0,4.8,4.7,4.6,4.8,4.6,4.7
1942.10.28,12:22:53 AM,39.1,27.8,turkey,manisa,karakurt_kirkagac,south_west,1.7,50.0,6.0,5.8,5.7,6.0,6.0,5.7
1961.06.01,12:31:44 AM,37.65,36.76,turkey,kahramanmaras,bulutoglu,south_west,1.7,40.0,5.3,5.0,4.9,5.3,5.0,5.0
